,datetime,eo_code,motohours,eo_model_name,eo_model_id,eo_description,level_1_description,operation_start_date,operation_start_date_ts,motohours_date_ts,motohours_measure_ts
167,2022-03-29,100000062392,65500.025,Самосвалы CAT 785C,65,Самосвал карьерный 785C №434,Олимпиадинский ГОК,2013-07-31,1375228800,1648512000,273283200
168,2022-03-29,100000062391,65596.478,Самосвалы CAT 785C,65,Самосвал карьерный 785C №431,Олимпиадинский ГОК,2013-07-31,1375228800,1648512000,273283200
169,2022-03-29,100000084412,27086.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №29,Полюс Магадан,2018-09-10,1536537600,1648512000,111974400
170,2022-03-29,100000084411,28934.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №28,Полюс Магадан,2018-07-31,1532995200,1648512000,115516800
171,2022-03-29,100000084410,29524.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №27,Полюс Магадан,2018-07-31,1532995200,1648512000,115516800
172,2022-03-29,100000084409,29597.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №26,Полюс Магадан,2018-07-31,1532995200,1648512000,115516800
173,2022-03-29,100000084408,29615.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №25,Полюс Магадан,2018-06-30,1530316800,1648512000,118195200
174,2022-03-29,100000065616,87940.584,Самосвалы CAT 785C,65,Самосвал карьерный 785C №510,Олимпиадинский ГОК,2011-02-28,1298851200,1648512000,349660800
175,2022-03-29,100000084407,28154.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №24,Полюс Магадан,2018-06-30,1530316800,1648512000,118195200
176,2022-03-29,100000084406,30075.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №23,Полюс Магадан,2018-06-30,1530316800,1648512000,118195200
177,2022-03-29,100000084405,29567.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №22,Полюс Магадан,2018-05-30,1527638400,1648512000,120873600
178,2022-03-29,100000084404,29703.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №21,Полюс Магадан,2018-05-30,1527638400,1648512000,120873600
179,2022-03-29,100000084403,30540.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №20,Полюс Магадан,2018-05-30,1527638400,1648512000,120873600
180,2022-03-29,100000084402,30699.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №19,Полюс Магадан,2018-05-30,1527638400,1648512000,120873600
181,2022-03-29,100000084401,30845.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №18,Полюс Магадан,2018-04-23,1524441600,1648512000,124070400
182,2022-03-29,100000084400,27114.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №17,Полюс Магадан,2018-04-23,1524441600,1648512000,124070400
183,2022-03-29,100000084399,30433.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №16,Полюс Магадан,2018-04-23,1524441600,1648512000,124070400
184,2022-03-29,100000084398,26674.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №15,Полюс Магадан,2018-04-23,1524441600,1648512000,124070400
185,2022-03-29,100000084397,29966.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №14,Полюс Магадан,2018-03-16,1521158400,1648512000,127353600
186,2022-03-29,100000065632,59940.458,Самосвалы CAT 785C,65,Самосвал карьерный 785C №530,Олимпиадинский ГОК,2014-02-28,1393545600,1648512000,254966400
187,2022-03-29,100000084396,32157.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №13,Полюс Магадан,2018-03-16,1521158400,1648512000,127353600
188,2022-03-29,100000065976,84700.765,Самосвалы CAT 785C,65,Самосвал карьерный 785C №426,Олимпиадинский ГОК,2011-07-31,1312070400,1648512000,336441600
189,2022-03-29,100000008674,32136.0,Самосвалы CAT 785C,65,Самосвал карьерный 785C №1620,Полюс Вернинское,2017-12-12,1513036800,1648512000,135475200
190,2022-03-29,100000008673,32852.62,Самосвалы CAT 785C,65,Самосвал карьерный 785C №1619,Полюс Вернинское,2017-12-12,1513036800,1648512000,135475200
191,2022-03-29,100000065981,43944.056,Самосвалы CAT 785C,65,Самосвал карьерный 785C №450,Олимпиадинский ГОК,2016-08-10,1470787200,1648512000,177724800
192,2022-03-29,100000065980,44396.4,Самосвалы CAT 785C,65,Самосвал карьерный 785C №449,Олимпиадинский ГОК,2016-08-10,1470787200,1648512000,177724800
193,2022-03-29,100000065979,43709.316,Самосвалы CAT 785C,65,Самосвал карьерный 785C №448,Олимпиадинский ГОК,2016-08-10,1470787200,1648512000,177724800
194,2022-03-29,100000065978,43849.839,Самосвалы CAT 785C,65,Самосвал карьерный 785C №447,Олимпиадинский ГОК,2016-08-10,1470787200,1648512000,177724800
195,2022-03-29,100000065977,42895.812,Самосвалы CAT 785C,65,Самосвал карьерный 785C №446,Олимпиадинский ГОК,2016-08-10,1470787200,1648512000,177724800
196,2022-03-29,100000065635,62710.548,Самосвалы CAT 785C,65,Самосвал карьерный 785C №536,Олимпиадинский ГОК,2014-03-06,1394064000,1648512000,254448000
197,2022-03-29,100000065636,59898.404,Самосвалы CAT 785C,65,Самосвал карьерный 785C №535,Олимпиадинский ГОК,2014-03-06,1394064000,1648512000,254448000
198,2022-03-29,100000065634,61403.574,Самосвалы CAT 785C,65,Самосвал карьерный 785C №534,Олимпиадинский ГОК,2014-03-06,1394064000,1648512000,254448000
199,2022-03-29,100000065633,59811.864,Самосвалы CAT 785C,65,Самосвал карьерный 785C №533,Олимпиадинский ГОК,2014-03-06,1394064000,1648512000,254448000
200,2022-03-29,100000065631,59156.741,Самосвалы CAT 785C,65,Самосвал карьерный 785C №532,Олимпиадинский ГОК,2014-02-28,1393545600,1648512000,254966400
201,2022-03-29,100000065629,62716.93,Самосвалы CAT 785C,65,Самосвал карьерный 785C №531,Олимпиадинский ГОК,2021-07-03,1625270400,1648512000,23241600
202,2022-03-29,100000065630,62544.94,Самосвалы CAT 785C,65,Самосвал карьерный 785C №529,Олимпиадинский ГОК,2014-02-28,1393545600,1648512000,254966400
203,2022-03-29,100000065628,55545.566,Самосвалы CAT 785C,65,Самосвал карьерный 785C №528,Олимпиадинский ГОК,2014-02-28,1393545600,1648512000,254966400
204,2022-03-29,100000065627,63249.465,Самосвалы CAT 785C,65,Самосвал карьерный 785C №527,Олимпиадинский ГОК,2013-12-31,1388448000,1648512000,260064000
205,2022-03-29,100000065623,65471.587,Самосвалы CAT 785C,65,Самосвал карьерный 785C №525,Олимпиадинский ГОК,2013-12-13,1386892800,1648512000,261619200
206,2022-03-29,100000065624,63863.468,Самосвалы CAT 785C,65,Самосвал карьерный 785C №524,Олимпиадинский ГОК,2013-12-13,1386892800,1648512000,261619200
207,2022-03-29,100000065626,64718.345,Самосвалы CAT 785C,65,Самосвал карьерный 785C №523,Олимпиадинский ГОК,2013-12-13,1386892800,1648512000,261619200
208,2022-03-29,100000065643,71543.795,Самосвалы CAT 785C,65,Самосвал карьерный 785C №522,Олимпиадинский ГОК,2012-09-30,1348963200,1648512000,299548800
209,2022-03-29,100000065641,72768.929,Самосвалы CAT 785C,65,Самосвал карьерный 785C №521,Олимпиадинский ГОК,2012-09-30,1348963200,1648512000,299548800
210,2022-03-29,100000065638,72099.027,Самосвалы CAT 785C,65,Самосвал карьерный 785C №520,Олимпиадинский ГОК,2012-07-05,1341446400,1648512000,307065600
211,2022-03-29,100000065639,74097.237,Самосвалы CAT 785C,65,Самосвал карьерный 785C №519,Олимпиадинский ГОК,2012-07-05,1341446400,1648512000,307065600
212,2022-03-29,100000065637,74654.538,Самосвалы CAT 785C,65,Самосвал карьерный 785C №518,Олимпиадинский ГОК,2012-07-05,1341446400,1648512000,307065600
213,2022-03-29,100000065640,72274.272,Самосвалы CAT 785C,65,Самосвал карьерный 785C №517,Олимпиадинский ГОК,2012-07-05,1341446400,1648512000,307065600
214,2022-03-29,100000065622,84123.809,Самосвалы CAT 785C,65,Самосвал карьерный 785C №516,Олимпиадинский ГОК,2011-05-20,1305849600,1648512000,342662400
215,2022-03-29,100000065620,86163.719,Самосвалы CAT 785C,65,Самосвал карьерный 785C №515,Олимпиадинский ГОК,2011-04-30,1304121600,1648512000,344390400
216,2022-03-29,100000065619,81717.237,Самосвалы CAT 785C,65,Самосвал карьерный 785C №514,Олимпиадинский ГОК,2011-03-31,1301529600,1648512000,346982400
217,2022-03-29,100000065618,85622.424,Самосвалы CAT 785C,65,Самосвал карьерный 785C №512,Олимпиадинский ГОК,2011-03-31,1301529600,1648512000,346982400
218,2022-03-29,100000065617,84679.007,Самосвалы CAT 785C,65,Самосвал карьерный 785C №511,Олимпиадинский ГОК,2011-02-28,1298851200,1648512000,349660800
219,2022-03-29,100000065615,85799.661,Самосвалы CAT 785C,65,Самосвал карьерный 785C №509,Олимпиадинский ГОК,2011-02-18,1297987200,1648512000,350524800
220,2022-03-29,100000065614,86818.415,Самосвалы CAT 785C,65,Самосвал карьерный 785C №508,Олимпиадинский ГОК,2011-02-28,1298851200,1648512000,349660800
221,2022-03-29,100000065613,87488.876,Самосвалы CAT 785C,65,Самосвал карьерный 785C №507,Олимпиадинский ГОК,2011-01-31,1296432000,1648512000,352080000
222,2022-03-29,100000065612,88696.913,Самосвалы CAT 785C,65,Самосвал карьерный 785C №506,Олимпиадинский ГОК,2011-01-31,1296432000,1648512000,352080000
223,2022-03-29,100000065611,86941.34,Самосвалы CAT 785C,65,Самосвал карьерный 785C №505,Олимпиадинский ГОК,2010-12-31,1293753600,1648512000,354758400
224,2022-03-29,100000065609,83881.888,Самосвалы CAT 785C,65,Самосвал карьерный 785C №504,Олимпиадинский ГОК,2010-12-31,1293753600,1648512000,354758400
225,2022-03-29,100000065608,86055.463,Самосвалы CAT 785C,65,Самосвал карьерный 785C №503,Олимпиадинский ГОК,2010-12-16,1292457600,1648512000,356054400
226,2022-03-29,100000065607,85606.085,Самосвалы CAT 785C,65,Самосвал карьерный 785C №502,Олимпиадинский ГОК,2010-12-16,1292457600,1648512000,356054400
227,2022-03-29,100000065606,90891.944,Самосвалы CAT 785C,65,Самосвал карьерный 785C №501,Олимпиадинский ГОК,2010-12-16,1292457600,1648512000,356054400
228,2022-03-29,100000062385,53324.03,Самосвалы CAT 785C,65,Самосвал карьерный 785C №445,Олимпиадинский ГОК,2014-06-19,1403136000,1648512000,245376000
229,2022-03-29,100000062387,57045.394,Самосвалы CAT 785C,65,Самосвал карьерный 785C №444,Олимпиадинский ГОК,2014-06-19,1403136000,1648512000,245376000
230,2022-03-29,100000062388,59819.807,Самосвалы CAT 785C,65,Самосвал карьерный 785C №443,Олимпиадинский ГОК,2014-06-19,1403136000,1648512000,245376000
